A&B,Anode,Bnode,recordtime,Traveltime,Numtrips,Link Length,osm_class,Lanes,Speed,vol per lane,Volume
4243110842431111,42431108,42431111,40456.70833,6.66154,13,79.939,secondary,1,24.55,298,298
4243110842431107,42431108,42431107,40456.70833,10.5197,151,79.904,secondary,1,15.54,772,772
4243110742431108,42431107,42431108,40456.70833,21.5122,14,79.904,secondary,1,7.60,629,629
4243110742431106,42431107,42431106,40456.70833,10.6196,155,80.663,secondary,1,15.54,772,772
4243110642431107,42431106,42431107,40456.70833,10.6196,68,80.663,secondary,1,15.54,772,772
4243110642431104,42431106,42431104,40456.70833,10.491,175,79.686,secondary,1,15.54,772,772
4243110442431106,42431104,42431106,40456.70833,7.28542,85,79.686,secondary,1,22.37,474,474
4243110442431102,42431104,42431102,40456.70833,10.4383,177,79.286,secondary,1,15.54,772,772
4243129342425232,42431293,42425232,40456.70833,23.8425,149,138.602,secondary,1,11.89,772,772
4243110242431104,42431102,42431104,40456.70833,8.69861,89,79.286,secondary,1,18.64,685,685
4243110242431099,42431102,42431099,40456.70833,11.3278,179,86.042,secondary,1,15.54,772,772
4243115442429412,42431154,42429412,40456.70833,27.3921,16,81.071,unclassified,1,6.05,540,540
4243109942431102,42431099,42431102,40456.70833,5.46286,71,86.042,secondary,1,32.22,1736,1736
4243109942431096,42431099,42431096,40456.70833,11.3335,188,86.085,secondary,1,15.54,772,772
4243109642431099,42431096,42431099,40456.70833,17.6038,7,86.085,secondary,1,10.00,728,728
4243109642431094,42431096,42431094,40456.70833,10.4697,185,79.524,secondary,1,15.54,772,772
4243069442443534,42430694,42443534,40456.70833,109.125,32,274.37,residential,1,5.14,479,479
4243109442431096,42431094,42431096,40456.70833,21.0494,9,79.524,secondary,1,7.73,636,636
4243109442431089,42431094,42431089,40456.70833,7.2813,185,79.641,secondary,1,22.37,474,474
4282420542827489,42824205,42827489,40456.70833,26.6179,1,81.435,secondary,1,6.26,553,553
4243108942431094,42431089,42431094,40456.70833,23.6735,20,79.641,secondary,1,6.88,590,590
4243108942431078,42431089,42431078,40456.70833,7.26713,184,79.486,secondary,1,22.37,474,474
4243116542428458,42431165,42428458,40456.70833,39.2571,15,111.346,residential,1,5.80,524,524
4243107842431089,42431078,42431089,40456.70833,12.1208,9,79.486,secondary,1,13.41,786,786
4243107842431067,42431078,42431067,40456.70833,7.36861,155,80.596,secondary,1,22.37,474,474
4243106742431078,42431067,42431078,40456.70833,30.5815,13,80.596,secondary,1,5.39,496,496
4243106742431057,42431067,42431057,40456.70833,7.29063,159,79.743,secondary,1,22.37,474,474
4292377242885751,42923772,42885751,40456.70833,10.0894,204,110.355,primary,1,22.37,474,474
4243105742431067,42431057,42431067,40456.70833,14.5919,6,79.743,secondary,1,11.18,759,759
4243059742445310,42430597,42445310,40456.70833,123.853,4,274.578,unclassified,1,4.53,433,433
42469405598035407,42469405,598035407,40456.70833,19.0985,5,90.553,secondary_link,1,9.70,718,718
4243104442431039,42431044,42431039,40456.70833,14.7658,178,77.886,secondary,1,10.79,750,750
4243128042423677,42431280,42423677,40456.70833,123.393,130,335.4,unclassified,1,5.56,508,508
4243111642428746,42431116,42428746,40456.70833,40.4445,5,114.714,residential,1,5.80,524,524
24083958322408379339,2408395832,2408379339,40456.70833,14.7525,1,89.488,trunk_link,1,12.41,779,779
4243103942431044,42431039,42431044,40456.70833,17.9268,3,77.886,secondary,1,8.89,688,688
4243103942431037,42431039,42431037,40456.70833,16.2351,182,85.636,secondary,1,10.79,750,750
4243103742431039,42431037,42431039,40456.70833,21.8787,5,85.636,secondary,1,8.01,649,649
4243103742431034,42431037,42431034,40456.70833,13.86,216,87.73,secondary,1,12.95,783,783
4243111142428737,42431111,42428737,40456.70833,37.4335,3,127.696,residential,1,6.98,596,596
4243103442431037,42431034,42431037,40456.70833,2.92433,4,87.73,secondary,1,61.36,1347,1347
4243110742428725,42431107,42428725,40456.70833,20.4123,49,129.204,residential,1,12.95,783,783
4243103042431027,42431030,42431027,40456.70833,10.6312,147,80.751,secondary,1,15.54,772,772
4243102742431030,42431027,42431030,40456.70833,21.278,28,80.751,secondary,1,7.76,638,638
4243102742431024,42431027,42431024,40456.70833,10.5887,153,80.428,secondary,1,15.54,772,772
4243102442431027,42431024,42431027,40456.70833,8.11877,27,80.428,secondary,1,20.26,608,608
4243109642428711,42431096,42428711,40456.70833,47.8552,2,125.836,residential,1,5.38,495,495
4243055742445357,42430557,42445357,40456.70833,11.6803,90,73.933,secondary,1,12.95,783,783
4243109442428709,42431094,42428709,40456.70833,30.543,11,128.952,residential,1,8.64,678,678
4248009942482410,42480099,42482410,40456.70833,9.92941,3,125.178,residential,1,25.79,180,180
4243031142452973,42430311,42452973,40456.70833,146.006,13,309.504,secondary,1,4.34,418,418
4243101542431009,42431015,42431009,40456.70833,10.6379,139,80.802,secondary,1,15.54,772,772
427804196593839894,427804196,593839894,40456.70833,36.3071,7,131.452,unclassified,1,7.41,619,619
4243100942431015,42431009,42431015,40456.70833,40.9307,4,80.802,secondary,1,4.04,394,394
4243100942431008,42431009,42431008,40456.70833,7.356,124,80.458,secondary,1,22.37,474,474
483583474276065921,483583474,276065921,40456.70833,95.5624,1,100.449,unclassified,1,2.15,227,227
4243100842431009,42431008,42431009,40456.70833,6.56224,26,80.458,secondary,1,25.08,249,249
4243100842431007,42431008,42431007,40456.70833,10.6936,142,81.225,secondary,1,15.54,772,772
4243100742431008,42431007,42431008,40456.70833,6.62479,21,81.225,secondary,1,25.08,249,249
4243100742431005,42431007,42431005,40456.70833,10.5076,141,79.812,secondary,1,15.54,772,772
4243100542431007,42431005,42431007,40456.70833,5.42462,19,79.812,secondary,1,30.09,1691,1691
4243100542431004,42431005,42431004,40456.70833,16.5499,141,87.297,secondary,1,10.79,750,750
4243100442431005,42431004,42431005,40456.70833,28.8686,22,87.297,secondary,1,6.19,549,549
4243100442431002,42431004,42431002,40456.70833,13.8569,210,87.71,secondary,1,12.95,783,783
4243107842428701,42431078,42428701,40456.70833,43.4322,31,128.544,residential,1,6.05,540,540
4243100242431004,42431002,42431004,40456.70833,13.5623,51,87.71,secondary,1,13.23,785,785
4243100242431000,42431002,42431000,40456.70833,15.3006,211,80.707,secondary,1,10.79,750,750
597311360277385707,597311360,277385707,40456.70833,2.11433,1,63.43,motorway_link,1,61.36,1347,1347
4243100042431002,42431000,42431002,40456.70833,6.49158,53,80.707,secondary,1,25.43,215,215
4243037142450426,42430371,42450426,40456.70833,211.185,25,310.883,secondary,1,3.01,307,307
106133078482536836,106133078,482536836,40456.70833,49.5532,372,451.667,motorway,2,18.64,685,1371
597311311277387017,597311311,277387017,40456.70833,5.7062,39,111.234,motorway_link,1,39.87,1814,1814
4248014342480139,42480143,42480139,40456.70833,7.67725,1,79.54,residential,1,21.19,554,554
4243098942430985,42430989,42430985,40456.70833,15.5651,238,82.102,secondary,1,10.79,750,750
4243098542430989,42430985,42430989,40456.70833,9.0927,21,82.102,secondary,1,18.47,692,692
4248013942480075,42480139,42480075,40456.70833,7.65863,1,79.347,residential,1,21.19,554,554
4243098542430984,42430985,42430984,40456.70833,15.1808,221,80.075,secondary,1,10.79,750,750
4243098442430985,42430984,42430985,40456.70833,8.86821,120,80.075,secondary,1,18.47,692,692
4243098442430983,42430984,42430983,40456.70833,15.0894,227,79.593,secondary,1,10.79,750,750
4243098342430984,42430983,42430984,40456.70833,4.58533,120,79.593,secondary,1,35.51,1785,1785
4243105742428689,42431057,42428689,40456.70833,104.162,1,128.068,residential,1,2.51,262,262
4243098342430981,42430983,42430981,40456.70833,15.086,224,79.575,secondary,1,10.79,750,750
4243098142430983,42430981,42430983,40456.70833,7.60872,130,79.575,secondary,1,21.39,541,541
596775882100522728,596775882,100522728,40456.70833,53.4114,109,81.46,secondary,1,3.12,317,317
4292376742883008,42923767,42883008,40456.70833,38.2387,4,247.298,residential,1,13.23,785,785
4248012042480143,42480120,42480143,40456.70833,7.2164,2,56.004,secondary,1,15.87,767,767
4248011742480120,42480117,42480120,40456.70833,5.48396,9,84.383,residential,1,31.47,1721,1721
4282418142824176,42824181,42824176,40456.70833,44.3342,1,84.667,residential,1,3.91,384,384
4282417642824174,42824176,42824174,40456.70833,32.184,1,73.756,residential,1,4.69,445,445
4243095942430965,42430959,42430965,40456.70833,51.1781,1,78.054,residential,1,3.12,317,317
4282417442824172,42824174,42824172,40456.70833,34.6037,1,79.301,residential,1,4.69,445,445
4248010942480117,42480109,42480117,40456.70833,5.15609,9,79.338,residential,1,31.47,1721,1721
4282417242824174,42824172,42824174,40456.70833,28.8364,1,79.301,residential,1,5.63,512,512
4282417242824169,42824172,42824169,40456.70833,37.1267,1,78.879,residential,1,4.35,419,419
4243076142436968,42430761,42436968,40456.70833,12.6085,357,66.507,secondary,1,10.79,750,750
4282416942824172,42824169,42824172,40456.70833,28.6829,1,78.879,residential,1,5.63,512,512
4282416942824167,42824169,42824167,40456.70833,37.0895,1,78.8,residential,1,4.35,419,419
4282341742847428,42823417,42847428,40456.70833,10.2002,8,111.567,secondary,1,22.37,474,474
4282416742824169,42824167,42824169,40456.70833,28.6542,1,78.8,residential,1,5.63,512,512
4282416742824162,42824167,42824162,40456.70833,44.8785,1,79.457,residential,1,3.62,360,360
4248009942480109,42480099,42480109,40456.70833,4.1409,9,63.717,residential,1,31.47,1721,1721
42459180596776349,42459180,596776349,40456.70833,10.5404,2,80.061,secondary,1,15.54,772,772
4282416242824167,42824162,42824167,40456.70833,28.8931,1,79.457,residential,1,5.63,512,512
4248009642480099,42480096,42480099,40456.70833,5.61823,9,77.707,residential,1,28.29,1646,1646
596775840100522728,596775840,100522728,40456.70833,28.4664,326,77.376,secondary,1,5.56,508,508
4282415242824149,42824152,42824149,40456.70833,31.0475,1,79.156,residential,1,5.21,484,484
4243100942428645,42431009,42428645,40456.70833,31.3411,33,136.474,residential,1,8.91,689,689
4282414942824147,42824149,42824147,40456.70833,24.9284,1,78.837,residential,1,6.47,566,566
4282414742824149,42824147,42824149,40456.70833,19.953,1,78.837,residential,1,8.08,653,653
4282414742824141,42824147,42824141,40456.70833,20.8799,1,79.24,residential,1,7.76,638,638
4243100442428634,42431004,42428634,40456.70833,59.6763,37,233.581,secondary,1,8.01,649,649
4243101942428068,42431019,42428068,40456.70833,16.5069,143,87.07,secondary,1,10.79,750,750
4282414142824147,42824141,42824147,40456.70833,20.055,1,79.24,residential,1,8.08,653,653
4282414142824136,42824141,42824136,40456.70833,25.8242,1,79.007,residential,1,6.26,553,553
4243092442430938,42430924,42430938,40456.70833,66.9471,1,225.219,residential,1,6.88,590,590
4243092442430914,42430924,42430914,40456.70833,37.3544,7,223.964,residential,1,12.26,777,777
4287405042849722,42874050,42849722,40456.70833,29.6528,2,84.105,residential,1,5.80,524,524
4282413642824141,42824136,42824141,40456.70833,16.6634,1,79.007,residential,1,9.70,718,718
4248007142480075,42480071,42480075,40456.70833,65.6407,1,143.836,residential,1,4.48,429,429
4248006942480071,42480069,42480071,40456.70833,92.621,1,136.654,residential,1,3.02,308,308
42439099246649429,42439099,246649429,40456.70833,17.1919,337,130.584,trunk,2,15.54,772,1545
4282413042824136,42824130,42824136,40456.70833,16.6849,1,79.109,residential,1,9.70,718,718
4243091442430924,42430914,42430924,40456.70833,97.9491,4,223.964,residential,1,4.68,444,444
4248006642480069,42480066,42480069,40456.70833,61.9948,4,140.426,residential,1,4.63,441,441
4247964042493261,42479640,42493261,40456.70833,52.0886,1,99.476,residential,1,3.91,384,384
4282412442824130,42824124,42824130,40456.70833,18.7087,1,78.81,residential,1,8.62,677,677
4282412442824118,42824124,42824118,40456.70833,20.3932,1,79.642,residential,1,7.99,649,649
4287405042849240,42874050,42849240,40456.70833,76.3727,1,219.159,residential,1,5.87,528,528
4243082842433275,42430828,42433275,40456.70833,11.656,156,73.779,unclassified,1,12.95,783,783
4243082842433272,42430828,42433272,40456.70833,17.7458,656,93.605,secondary,1,10.79,750,750
596775840100521544,596775840,100521544,40456.70833,3.71259,103,70.703,secondary,1,38.95,1811,1811
4282411842824124,42824118,42824124,40456.70833,15.2758,1,79.642,residential,1,10.66,747,747
4282411842824112,42824118,42824112,40456.70833,22.5188,1,79.05,residential,1,7.18,607,607
4243080542433821,42430805,42433821,40456.70833,15.1406,52,79.863,unclassified,1,10.79,750,750
4282411242824118,42824112,42824118,40456.70833,10.5293,1,79.05,residential,1,15.36,775,775
4243088942430898,42430889,42430898,40456.70833,45.6146,13,52.604,residential,1,2.36,247,247
4243081142433264,42430811,42433264,40456.70833,34.9562,3,86.215,unclassified,1,5.04,472,472
4243088642430889,42430886,42430889,40456.70833,61.4496,4,163.478,residential,1,5.44,500,500
4253037642492415,42530376,42492415,40456.70833,30.1679,14,91.226,primary,1,6.19,549,549
4243067342437371,42430673,42437371,40456.70833,133.575,7,275.158,primary,1,4.21,408,408
4282409642824101,42824096,42824101,40456.70833,21.7129,9,237.49,residential,1,22.37,474,474
4243096542428016,42430965,42428016,40456.70833,57.8126,23,145.685,residential,1,5.15,479,479
4243082842432205,42430828,42432205,40456.70833,29.0801,5,73.973,secondary,1,5.20,483,483
4243082842432201,42430828,42432201,40456.70833,11.1229,9,77.592,secondary,1,14.27,785,785
4243036342446353,42430363,42446353,40456.70833,237.147,24,310.861,residential,1,2.68,277,277
4243085742430861,42430857,42430861,40456.70833,26.9359,60,161.498,residential,1,12.26,777,777
4243060342438674,42430603,42438674,40456.70833,87.161,6,274.41,unclassified,1,6.44,564,564
4243011542453777,42430115,42453777,40456.70833,15.5927,180,82.248,secondary,1,10.79,750,750
4243025742449333,42430257,42449333,40456.70833,81.0193,23,310.378,unclassified,1,7.84,641,641
4243007542454701,42430075,42454701,40456.70833,9.90347,634,80.38,primary,1,16.60,752,752
424450331815133244,42445033,1815133244,40456.70833,14.7423,566,77.762,secondary,1,10.79,750,750
4243080542431802,42430805,42431802,40456.70833,33.6391,38,123.221,unclassified,1,7.49,624,624
4243080342431793,42430803,42431793,40456.70833,20.9968,392,110.753,secondary,1,10.79,750,750
4243032442446488,42430324,42446488,40456.70833,114.215,164,310.453,unclassified,1,5.56,508,508
4243060742437693,42430607,42437693,40456.70833,46.87,1,275.041,primary,1,12.00,774,774
4287417942842554,42874179,42842554,40456.70833,13.9618,2,203.869,residential,1,29.87,1686,1686
278638345587988061,278638345,587988061,40456.70833,17.3534,22,84.066,motorway_link,1,9.91,725,725
4287496542817968,42874965,42817968,40456.70833,17.4264,1,79.182,secondary,1,9.29,704,704
4248007542476576,42480075,42476576,40456.70833,57.3145,1,125.591,residential,1,4.48,429,429
4243081142430805,42430811,42430805,40456.70833,16.7568,452,88.388,secondary,1,10.79,750,750
42459041596776201,42459041,596776201,40456.70833,18.2588,40,85.761,secondary,1,9.61,715,715
24664942942431156,246649429,42431156,40456.70833,68.5986,6,174.499,secondary,1,5.20,483,483
4243080542430803,42430805,42430803,40456.70833,8.27469,395,43.647,unclassified,1,10.79,750,750
4242997042456683,42429970,42456683,40456.70833,35.0652,57,79.427,secondary,1,4.63,441,441
4243079642430770,42430796,42430770,40456.70833,17.5411,351,92.525,secondary,1,10.79,750,750
4243086142428480,42430861,42428480,40456.70833,97.1704,38,227.01,residential,1,4.78,452,452
4243100442424032,42431004,42424032,40456.70833,30.1426,50,113.878,secondary,1,7.73,636,636
4243077042431273,42430770,42431273,40456.70833,17.386,3,65.684,unclassified,1,7.73,636,636
4243076142431519,42430761,42431519,40456.70833,21.0234,8,113.047,residential,1,11.00,755,755
42463727598202939,42463727,598202939,40456.70833,35.8167,13,261.304,motorway_link,1,14.92,780,780
4248012042473959,42480120,42473959,40456.70833,6.05767,8,83.785,residential,1,28.29,1646,1646
4243105742422016,42431057,42422016,40456.70833,7.2259,169,79.035,secondary,1,22.37,474,474
4243077042430761,42430770,42430761,40456.70833,20.0305,335,105.656,secondary,1,10.79,750,750
4243000742454401,42430007,42454401,40456.70833,3.48065,4,68.366,unclassified,1,40.18,1814,1814
4247842142526329,42478421,42526329,40456.70833,10.3245,1,48.494,residential,1,9.61,715,715
4243035242443528,42430352,42443528,40456.70833,388.27,3,310.947,residential,1,1.64,176,176
370897167370898177,370897167,370898177,40456.70833,23.6445,329,342.022,motorway,2,29.59,1679,3358
4243104442422016,42431044,42422016,40456.70833,4.55669,5,81.578,secondary,1,36.62,1796,1796
4243039442442142,42430394,42442142,40456.70833,36.5241,314,205.863,unclassified,1,11.53,766,766
4247841142526329,42478411,42526329,40456.70833,14.303,1,77.988,residential,1,11.15,758,758
4243101942422592,42431019,42422592,40456.70833,31.9457,16,143.472,secondary,1,9.19,700,700
4282396942823966,42823969,42823966,40456.70833,29.7919,1,79.257,residential,1,5.44,500,500
4292241642917830,42922416,42917830,40456.70833,16.4025,1,83.887,secondary,1,10.46,741,741
4243057142436330,42430571,42436330,40456.70833,5.43153,58,41.256,secondary,1,15.54,772,772
1538237264272195272,1538237264,272195272,40456.70833,3.94037,11,44.035,secondary,1,22.86,438,438
4243048542438971,42430485,42438971,40456.70833,13.876,20,78.21,primary,1,11.53,766,766
4282396642823963,42823966,42823963,40456.70833,29.6295,1,78.825,residential,1,5.44,500,500
4243074942430747,42430749,42430747,40456.70833,10.4873,297,55.318,secondary,1,10.79,750,750
4282396342823962,42823963,42823962,40456.70833,18.5807,1,79.189,residential,1,8.72,681,681
4243074742430745,42430747,42430745,40456.70833,13.4029,299,87.499,secondary,1,13.35,785,785
4282396242823959,42823962,42823959,40456.70833,18.5772,1,79.174,residential,1,8.72,681,681
4243103442421810,42431034,42421810,40456.70833,15.1637,214,79.985,secondary,1,10.79,750,750
4243074542430742,42430745,42430742,40456.70833,14.4185,298,84.61,secondary,1,12.00,774,774
4243047942438949,42430479,42438949,40456.70833,25.1244,16,79.457,secondary,1,6.47,566,566
4243074242430745,42430742,42430745,40456.70833,49.2886,1,84.61,secondary,1,3.51,351,351
4243074242430739,42430742,42430739,40456.70833,12.2239,301,79.802,secondary,1,13.35,785,785
4243103042421810,42431030,42421810,40456.70833,17.8711,32,81.386,secondary,1,9.32,705,705
4243073942430742,42430739,42430742,40456.70833,62.2012,1,79.802,secondary,1,2.62,272,272
4243073942430736,42430739,42430736,40456.70833,8.39194,333,78.891,secondary,1,19.23,660,660
4243077042429701,42430770,42429701,40456.70833,44.3423,6,135.356,residential,1,6.24,552,552
4243073642430739,42430736,42430739,40456.70833,7.09128,2,78.891,secondary,1,22.76,446,446
4243073642430722,42430736,42430722,40456.70833,10.5134,324,79.856,secondary,1,15.54,772,772
4243102442421776,42431024,42421776,40456.70833,21.8308,157,79.967,secondary,1,7.49,624,624
429022301934649968,42902230,1934649968,40456.70833,9.57117,1,46.91,motorway,2,10.03,729,1458
4243060042434827,42430600,42434827,40456.70833,68.214,7,229.481,unclassified,1,6.88,590,590
4282420542815946,42824205,42815946,40456.70833,31.3122,368,198.197,unclassified,1,12.95,783,783
4243101942421776,42431019,42421776,40456.70833,16.4673,19,86.048,secondary,1,10.69,747,747
4243072242430736,42430722,42430736,40456.70833,12.7353,4,79.856,secondary,1,12.83,783,783
4243072242430713,42430722,42430713,40456.70833,12.7278,343,80.563,secondary,1,12.95,783,783
4242988842456555,42429888,42456555,40456.70833,7.81693,94,78.523,secondary,1,20.55,592,592
4242994642454538,42429946,42454538,40456.70833,2.71873,4,81.562,tertiary,1,61.36,1347,1347
4243071342430707,42430713,42430707,40456.70833,9.08065,335,76.733,secondary,1,17.28,733,733
4282410142818542,42824101,42818542,40456.70833,20.4863,2,100.181,residential,1,10.00,728,728
4243070742430713,42430707,42430713,40456.70833,21.6053,2,76.733,secondary,1,7.26,612,612
4243070742430704,42430707,42430704,40456.70833,8.71042,347,81.885,secondary,1,19.23,660,660
4243070442430707,42430704,42430707,40456.70833,20.7244,4,81.885,secondary,1,8.08,653,653
4243070442430698,42430704,42430698,40456.70833,8.41002,353,79.061,secondary,1,19.23,660,660
4282391742823915,42823917,42823915,40456.70833,30.7353,1,78.36,residential,1,5.21,484,484
4252873042537496,42528730,42537496,40456.70833,9.7928,3,81.976,residential,1,17.12,738,738
4243098142421985,42430981,42421985,40456.70833,15.1053,227,79.677,secondary,1,10.79,750,750
4282391542823917,42823915,42823917,40456.70833,75.5926,1,78.36,residential,1,2.12,224,224
4282391542823912,42823915,42823912,40456.70833,30.9852,1,78.997,residential,1,5.21,484,484
4243069842430704,42430698,42430704,40456.70833,18.5507,4,79.061,secondary,1,8.72,681,681
4243069842430694,42430698,42430694,40456.70833,8.22653,371,77.336,secondary,1,19.23,660,660
4282391242823909,42823912,42823909,40456.70833,70.992,1,81.87,residential,1,2.36,247,247
4243069442430698,42430694,42430698,40456.70833,45.1529,2,77.336,secondary,1,3.50,350,350
4243069442430691,42430694,42430691,40456.70833,10.1865,337,79.801,secondary,1,16.02,764,764
4243069142430688,42430691,42430688,40456.70833,12.1429,281,79.273,secondary,1,13.35,785,785
4243068842430691,42430688,42430691,40456.70833,23.291,2,79.273,secondary,1,6.96,595,595
4243068842430685,42430688,42430685,40456.70833,12.2863,293,80.209,secondary,1,13.35,785,785
4243006342450009,42430063,42450009,40456.70833,9.93008,353,80.596,primary,1,16.60,752,752
4282342742838611,42823427,42838611,40456.70833,8.79112,2,96.155,residential,1,22.37,474,474
4243038442440022,42430384,42440022,40456.70833,56.5031,141,273.721,primary,1,9.91,725,725
4243068542430688,42430685,42430688,40456.70833,107.789,1,80.209,secondary,1,1.52,165,165
4243068542430680,42430685,42430680,40456.70833,12.2256,326,79.813,secondary,1,13.35,785,785
2760611091698103194,276061109,1698103194,40456.70833,4.41178,7,131.736,unclassified,1,61.08,1360,1360
276315677276207728,276315677,276207728,40456.70833,5.51851,367,72.432,primary,1,26.85,68,68
4243068042430677,42430680,42430677,40456.70833,12.0764,310,78.839,secondary,1,13.35,785,785
59525037442421985,595250374,42421985,40456.70833,12.6318,102,106.741,unclassified,1,17.28,733,733
4243067742430673,42430677,42430673,40456.70833,16.2267,317,85.592,secondary,1,10.79,750,750
4243037542440020,42430375,42440020,40456.70833,129.248,72,273.98,unclassified,1,4.34,418,418
4243067342430669,42430673,42430669,40456.70833,11.2521,378,85.467,primary,1,15.54,772,772
4243066942430664,42430669,42430664,40456.70833,10.5646,348,80.245,primary,1,15.54,772,772
4243036742440012,42430367,42440012,40456.70833,107.549,65,273.581,secondary,1,5.20,483,483
4243035842440153,42430358,42440153,40456.70833,349.019,19,310.958,secondary,1,1.82,195,195
4243036142440004,42430361,42440004,40456.70833,89.5017,101,273.206,residential,1,6.24,552,552
4243012642447246,42430126,42447246,40456.70833,11.2456,31,126.861,residential,1,23.07,422,422
4242988842454522,42429888,42454522,40456.70833,16.2042,217,78.499,secondary,1,9.91,725,725
1064257416276066175,1064257416,276066175,40456.70833,5.62977,2,168.893,primary,1,61.36,1347,1347
4243012242447249,42430122,42447249,40456.70833,37.3954,3,79.271,primary,1,4.34,418,418
4247823342528617,42478233,42528617,40456.70833,9.35854,2,65.901,residential,1,14.40,784,784
4252993942498536,42529939,42498536,40456.70833,6.0695,13,78.918,residential,1,26.60,96,96
4243093842421828,42430938,42421828,40456.70833,15.5367,2,130.058,residential,1,17.12,738,738
4243035042439994,42430350,42439994,40456.70833,128.99,47,273.434,residential,1,4.34,418,418
4243064342430639,42430643,42430639,40456.70833,14.4171,295,76.047,primary,1,10.79,750,750
4243033842439981,42430338,42439981,40456.70833,154.625,11,273.146,unclassified,1,3.61,359,359
4243048842434910,42430488,42434910,40456.70833,6.95039,71,81.233,primary,1,23.91,354,354
482652239482655346,482652239,482655346,40456.70833,47.7905,5,47.369,secondary,1,2.03,215,215
4243048242434898,42430482,42434898,40456.70833,8.02867,163,80.65,primary,1,20.55,592,592
4242984442454600,42429844,42454600,40456.70833,5.20133,63,156.04,primary,1,61.36,1347,1347
4242987442453624,42429874,42453624,40456.70833,7.34512,478,80.339,secondary,1,22.37,474,474
4243047742434894,42430477,42434894,40456.70833,11.9291,1,80.684,secondary,1,13.83,786,786
4292361442876225,42923614,42876225,40456.70833,18.9967,1,89.227,residential,1,9.61,715,715
4243047442434905,42430474,42434905,40456.70833,9.81944,65,79.698,secondary,1,16.60,752,752
4243060342430600,42430603,42430600,40456.70833,10.3694,173,78.762,secondary,1,15.54,772,772
4243060042430597,42430600,42430597,40456.70833,10.1031,192,76.74,secondary,1,15.54,772,772
4243059742430594,42430597,42430594,40456.70833,10.2206,224,77.632,secondary,1,15.54,772,772
4247836542522416,42478365,42522416,40456.70833,11.8241,1,50.393,residential,1,8.72,681,681
424294662499802957,42429466,2499802957,40456.70833,35.3571,1,116.68,residential,1,6.75,583,583
277030759277630003,277030759,277630003,40456.70833,25.8922,5,171.402,trunk,2,13.54,786,1572
4243029842439443,42430298,42439443,40456.70833,192.684,67,275.018,unclassified,1,2.92,299,299
609253891764424333,60925389,1764424333,40456.70833,116.885,9,2434.705,motorway,2,42.61,1810,3621
4243025342440710,42430253,42440710,40456.70833,58.9198,104,310.788,primary,1,10.79,750,750
4243085742421877,42430857,42421877,40456.70833,19.0954,128,74.742,secondary,1,8.01,649,649
4243027442439840,42430274,42439840,40456.70833,107.571,76,273.637,unclassified,1,5.20,483,483
4243057142430557,42430571,42430557,40456.70833,15.2515,30,72.313,residential,1,9.70,718,718
4243026542439836,42430265,42439836,40456.70833,74.7207,103,273.704,residential,1,7.49,624,624
4243026342439834,42430263,42439834,40456.70833,89.7723,88,274.032,unclassified,1,6.24,552,552
4243055742430550,42430557,42430550,40456.70833,56.9585,42,126.275,residential,1,4.53,433,433
4243025542439826,42430255,42439826,40456.70833,61.1206,19,274.5,unclassified,1,9.19,700,700
4252885742528861,42528857,42528861,40456.70833,17.6368,1,77.7,residential,1,9.01,693,693
4243033342437358,42430333,42437358,40456.70833,47.6885,356,311.327,primary,1,13.35,785,785
4243025342439823,42430253,42439823,40456.70833,54.1599,69,273.777,primary,1,10.34,738,738
4243005242446013,42430052,42446013,40456.70833,14.3403,511,80.827,secondary,1,11.53,766,766
4243055042430546,42430550,42430546,40456.70833,23.329,34,50.146,residential,1,4.40,423,423
4242983042452817,42429830,42452817,40456.70833,7.79788,149,71.076,secondary,1,18.64,685,685
4243025942439275,42430259,42439275,40456.70833,51.9317,175,273.927,unclassified,1,10.79,750,750
42458766596776120,42458766,596776120,40456.70833,14.2365,265,80.242,secondary,1,11.53,766,766
4243030442437654,42430304,42437654,40456.70833,145.811,77,275.234,primary,1,3.86,380,380
4243030442437644,42430304,42437644,40456.70833,132.306,15,309.093,primary,1,4.78,452,452
4247809642528857,42478096,42528857,40456.70833,15.754,2,79.816,residential,1,10.36,739,739
4243055042429830,42430550,42429830,40456.70833,9.11811,200,69.258,secondary,1,15.54,772,772
4243024942439070,42430249,42439070,40456.70833,54.5913,8,310.604,unclassified,1,11.64,768,768
4287138642919588,42871386,42919588,40456.70833,39.4835,1,179.405,tertiary,1,9.29,704,704
4243054642429829,42430546,42429829,40456.70833,96.0302,2,69.129,residential,1,1.47,160,160
4242989642449918,42429896,42449918,40456.70833,9.09028,355,78.483,primary,1,17.66,722,722
4243060742427824,42430607,42427824,40456.70833,10.2918,165,78.173,secondary,1,15.54,772,772
4243051942430521,42430519,42430521,40456.70833,16.3965,2,60.061,residential,1,7.49,624,624
4243039442434346,42430394,42434346,40456.70833,51.8001,310,250.938,secondary,1,9.91,725,725
100662035471244587,100662035,471244587,40456.70833,5.64157,4,45.789,motorway,2,16.60,752,1503
4247951542484345,42479515,42484345,40456.70833,14.5625,1,79.403,residential,1,11.15,758,758
4243027142437890,42430271,42437890,40456.70833,74.7584,227,273.842,secondary,1,7.49,624,624
4242997642447030,42429976,42447030,40456.70833,34.0304,102,79.502,secondary,1,4.78,452,452
4243027142437881,42430271,42437881,40456.70833,101.331,384,309.314,secondary,1,6.24,552,552
