A&B,Anode,Bnode,recordtime,Traveltime,Numtrips,Link Length,osm_class,Lanes,Speed,vol per lane,Volume
598033008598033023,598033008,598033023,40456.70833,7.92962,4,85.92,secondary,1,22.16,489,489
4243542042427805,42435420,42427805,40456.70833,10.2649,343,77.969,secondary,1,15.54,772,772
58845570042437773,588455700,42437773,40456.70833,4.52147,223,58.79,secondary,1,26.60,96,96
4243485542445700,42434855,42445700,40456.70833,4.67584,3,46.97,unclassified,1,20.55,592,592
112392154442471265,1123921544,42471265,40456.70833,38.1002,1,133.747,primary,1,7.18,607,607
59677620142447182,596776201,42447182,40456.70833,43.6973,10,142.531,residential,1,6.67,578,578
59677608342452954,596776083,42452954,40456.70833,9.91443,102,80.469,secondary,1,16.60,752,752
58845574442435434,588455744,42435434,40456.70833,93.6853,23,85.282,residential,1,1.86,199,199
4273007942730077,42730079,42730077,40456.70833,12.1958,1,47.736,residential,1,8.01,649,649
4273008242730080,42730082,42730080,40456.70833,21.0391,1,82.35,residential,1,8.01,649,649
4273008042730079,42730080,42730079,40456.70833,37.6975,1,147.553,residential,1,8.01,649,649
4282682042876743,42826820,42876743,40456.70833,26.7143,1,81.73,residential,1,6.26,553,553
59677626042449005,596776260,42449005,40456.70833,36.2858,57,84.771,secondary,1,4.78,452,452
4282780842846147,42827808,42846147,40456.70833,14.3206,1,78.084,residential,1,11.15,758,758
4253554142467848,42535541,42467848,40456.70833,27.4536,3,143.132,primary,1,10.66,747,747
59677601742455694,596776017,42455694,40456.70833,13.9989,184,78.903,secondary,1,11.53,766,766
59677612742452954,596776127,42452954,40456.70833,20.7182,111,81.094,secondary,1,8.01,649,649
59677634942445817,596776349,42445817,40456.70833,7.56383,1,80.824,secondary,1,21.86,511,511
597443954482598056,597443954,482598056,40456.70833,141.848,1,181.986,residential,1,2.62,272,272
4243543442425955,42435434,42425955,40456.70833,46.292,17,90.123,residential,1,3.98,390,390
59677600942455694,596776009,42455694,40456.70833,29.6319,256,80.544,secondary,1,5.56,508,508
4243435842456543,42434358,42456543,40456.70833,57.3122,103,155.783,residential,1,5.56,508,508
4248480642466290,42484806,42466290,40456.70833,47.9597,4,218.411,primary,1,9.32,705,705
42444223370880758,42444223,370880758,40456.70833,2.5851,3,77.553,primary,1,61.36,1347,1347
4287938542818437,42879385,42818437,40456.70833,17.6706,1,86.607,residential,1,10.03,729,729
59677626042447166,596776260,42447166,40456.70833,91.017,11,143.17,residential,1,3.22,325,325
42424850247224533,42424850,247224533,40456.70833,26.1516,2,86.107,unclassified,1,6.73,582,582
59804389942471764,598043899,42471764,40456.70833,32.1661,32,186.989,secondary,1,11.89,772,772
4282837442826019,42828374,42826019,40456.70833,21.22,1,66.958,residential,1,6.45,565,565
59677594642455113,596775946,42455113,40456.70833,20.0795,270,78.594,secondary,1,8.01,649,649
4243438942456110,42434389,42456110,40456.70833,10.3912,57,84.339,primary,1,16.60,752,752
59677616642449005,596776166,42449005,40456.70833,28.6715,12,80.379,secondary,1,5.73,519,519
59677626042446086,596776260,42446086,40456.70833,44.0928,59,143.821,residential,1,6.67,578,578
598229486598229092,598229486,598229092,40456.70833,20.3781,1,74.814,secondary,1,7.51,625,625
58845570042433554,588455700,42433554,40456.70833,16.7845,16,85.037,secondary,1,10.36,739,739
59677659442435222,596776594,42435222,40456.70833,45.4551,1,80.478,secondary,1,3.62,360,360
4243482742438684,42434827,42438684,40456.70833,10.6209,315,80.673,trunk,2,15.54,772,1545
4243532842424439,42435328,42424439,40456.70833,10.7074,148,86.905,secondary,1,16.60,752,752
4243533142425570,42435331,42425570,40456.70833,21.6395,12,84.7,secondary,1,8.01,649,649
4243494642437644,42434946,42437644,40456.70833,15.9713,542,84.245,secondary,1,10.79,750,750
59677644242439489,596776442,42439489,40456.70833,116.019,2,142.968,residential,1,2.52,262,262
4248418642484180,42484186,42484180,40456.70833,33.799,2,111.538,secondary,1,6.75,583,583
59677617742447149,596776177,42447149,40456.70833,52.4504,36,142.568,residential,1,5.56,508,508
4272994242729933,42729942,42729933,40456.70833,92.6181,1,274.117,residential,1,6.05,540,540
4248406942487594,42484069,42487594,40456.70833,21.6125,1,79.346,tertiary,1,7.51,625,625
622232007622232002,622232007,622232002,40456.70833,6.99995,4,81.628,primary,1,23.85,359,359
59677612742448216,596776127,42448216,40456.70833,11.5746,95,80.743,secondary,1,14.27,785,785
4248417142484167,42484171,42484167,40456.70833,106.159,1,142.441,secondary,1,2.74,283,283
59677620142446138,596776201,42446138,40456.70833,36.5128,33,142.916,residential,1,8.01,649,649
622232010622232007,622232010,622232007,40456.70833,7.37101,4,85.955,primary,1,23.85,359,359
59677620142445817,596776201,42445817,40456.70833,2.8267,1,84.801,secondary,1,61.36,1347,1347
59677612042448216,596776120,42448216,40456.70833,14.3077,101,80.643,secondary,1,11.53,766,766
4243494842434946,42434948,42434946,40456.70833,56.7382,157,154.223,unclassified,1,5.56,508,508
4243491042436630,42434910,42436630,40456.70833,8.1843,69,79.712,primary,1,19.92,626,626
4292648942926487,42926489,42926487,40456.70833,23.3911,8,213.205,residential,1,18.64,685,685
4243531042424851,42435310,42424851,40456.70833,22.5291,269,88.182,secondary,1,8.01,649,649
59677649742435392,596776497,42435392,40456.70833,21.5412,8,87.981,secondary,1,8.35,666,666
4243480742439842,42434807,42439842,40456.70833,10.2757,420,78.051,secondary,1,15.54,772,772
4287682742893083,42876827,42893083,40456.70833,9.05997,367,57.347,unclassified,1,12.95,783,783
4243496542434962,42434965,42434962,40456.70833,109.704,2,134.882,secondary,1,2.51,262,262
4243495142434948,42434951,42434948,40456.70833,92.2547,149,145.117,unclassified,1,3.22,325,325
4243490542436610,42434905,42436610,40456.70833,9.65323,63,78.349,secondary,1,16.60,752,752
4243496242434965,42434962,42434965,40456.70833,4.49607,91,134.882,secondary,1,61.36,1347,1347
4243495942434954,42434959,42434954,40456.70833,66.1231,279,154.477,unclassified,1,4.78,452,452
4243489842436624,42434898,42436624,40456.70833,7.86381,136,78.994,primary,1,20.55,592,592
4243530142424225,42435301,42424225,40456.70833,10.5588,401,85.699,secondary,1,16.60,752,752
4243495442434951,42434954,42434951,40456.70833,62.0682,304,145.004,unclassified,1,4.78,452,452
42898891597414711,42898891,597414711,40456.70833,22.2778,1,104.638,trunk_link,1,9.61,715,715
4282796242827956,42827962,42827956,40456.70833,86.6883,1,198.663,residential,1,4.69,445,445
4248403742484034,42484037,42484034,40456.70833,28.9406,5,168.238,residential,1,11.89,772,772
4243487142436056,42434871,42436056,40456.70833,13.6097,94,71.788,unclassified,1,10.79,750,750
4243526442424427,42435264,42424427,40456.70833,13.8322,434,77.963,secondary,1,11.53,766,766
595352927761323191,595352927,761323191,40456.70833,26.3792,6,192.452,secondary,1,14.92,780,780
59677608942447105,596776089,42447105,40456.70833,54.9117,134,140.314,residential,1,5.23,485,485
59677617342444495,596776173,42444495,40456.70833,62.9921,27,142.685,residential,1,4.63,441,441
4243526542424427,42435265,42424427,40456.70833,20.2645,86,79.318,secondary,1,8.01,649,649
59677615642444814,596776156,42444814,40456.70833,62.8535,20,142.371,residential,1,4.63,441,441
59677641342436619,596776413,42436619,40456.70833,30.4209,16,142.886,residential,1,9.61,715,715
59677607842446461,596776078,42446461,40456.70833,13.9388,147,78.564,secondary,1,11.53,766,766
4243533742421728,42435337,42421728,40456.70833,18.2156,24,85.558,secondary,1,9.61,715,715
2541754762627905367,2541754762,627905367,40456.70833,9.17208,67,86.225,primary,1,19.23,660,660
293802328103879821,293802328,103879821,40456.70833,4.75957,4,142.787,motorway,2,61.36,1347,2693
4243491042434912,42434910,42434912,40456.70833,25.0007,4,228.906,residential,1,18.73,682,682
59677610342445738,596776103,42445738,40456.70833,112.221,8,142.628,residential,1,2.60,269,269
4282687542866935,42826875,42866935,40456.70833,140.139,2,209.188,residential,1,3.05,311,311
4243530842421800,42435308,42421800,40456.70833,9.86281,419,80.05,secondary,1,16.60,752,752
4243489842434895,42434898,42434895,40456.70833,27.3705,26,154.27,residential,1,11.53,766,766
4243490542434904,42434905,42434904,40456.70833,76.0041,2,154.401,residential,1,4.16,404,404
4248418642480120,42484186,42480120,40456.70833,32.7173,1,115.11,secondary,1,7.20,608,608
59677608942446021,596776089,42446021,40456.70833,96.8715,140,147.743,residential,1,3.12,317,317
598054698451074847,598054698,451074847,40456.70833,1.78078,5,44.512,motorway,2,51.13,1695,3390
4243483242436971,42434832,42436971,40456.70833,2.45186,3,49.518,secondary,1,41.31,1814,1814
4243423742455412,42434237,42455412,40456.70833,17.0582,1,77.684,secondary,1,9.32,705,705
4248403942484037,42484039,42484037,40456.70833,73.414,2,179.371,residential,1,5.00,468,468
4243489542434894,42434895,42434894,40456.70833,30.3909,26,142.745,residential,1,9.61,715,715
4287676042892924,42876760,42892924,40456.70833,127.441,1,142.497,residential,1,2.29,240,240
4243531242421993,42435312,42421993,40456.70833,9.79726,214,79.518,secondary,1,16.60,752,752
4243423342455181,42434233,42455181,40456.70833,26.1303,2,77.511,secondary,1,6.07,541,541
59677604142447084,596776041,42447084,40456.70833,40.4579,15,142.344,residential,1,7.20,608,608
59677603242447230,596776032,42447230,40456.70833,9.7497,192,79.132,secondary,1,16.60,752,752
4243489542430479,42434895,42430479,40456.70833,25.5276,12,80.732,secondary,1,6.47,566,566
42832489277046643,42832489,277046643,40456.70833,9.19868,349,69.87,residential,1,15.54,772,772
4248401142484039,42484011,42484039,40456.70833,21.3585,1,245.624,residential,1,23.52,386,386
4243438542450066,42434385,42450066,40456.70833,14.5076,121,81.77,primary,1,11.53,766,766
59677603242447060,596776032,42447060,40456.70833,64.7871,132,142.286,secondary,1,4.49,430,430
4248403442484030,42484034,42484030,40456.70833,12.2841,5,71.41,residential,1,11.89,772,772
4248403042483527,42484030,42483527,40456.70833,11.5734,5,67.279,residential,1,11.89,772,772
59677604142446461,596776041,42446461,40456.70833,14.2308,119,80.21,secondary,1,11.53,766,766
59677634942436644,596776349,42436644,40456.70833,27.3169,4,142.741,residential,1,10.69,747,747
4272899042753019,42728990,42753019,40456.70833,5.62878,1,59.134,secondary,1,21.49,535,535
4243435442449890,42434354,42449890,40456.70833,112.542,2,154.286,residential,1,2.80,288,288
59677595142448338,596775951,42448338,40456.70833,34.0351,222,79.513,secondary,1,4.78,452,452
2786342511369956650,278634251,1369956650,40456.70833,26.7011,3,130.867,residential,1,10.03,729,729
4282588242895303,42825882,42895303,40456.70833,29.6103,2,161.452,residential,1,11.15,758,758
59677598542447030,596775985,42447030,40456.70833,75.4878,25,142.491,residential,1,3.86,380,380
4243481042435633,42434810,42435633,40456.70833,14.5836,467,76.925,secondary,1,10.79,750,750
42424427247227450,42424427,247227450,40456.70833,30.6754,9,158.075,unclassified,1,10.54,744,744
4287675742889760,42876757,42889760,40456.70833,119.352,1,295.03,residential,1,5.06,472,472
4292700142905203,42927001,42905203,40456.70833,22.5564,1,79.182,residential,1,7.18,607,607
59677591942448338,596775919,42448338,40456.70833,29.2107,252,79.399,secondary,1,5.56,508,508
59677600942445230,596776009,42445230,40456.70833,20.0859,136,78.619,secondary,1,8.01,649,649
42832467277046475,42832467,277046475,40456.70833,13.4337,350,102.038,residential,1,15.54,772,772
59677594642447009,596775946,42447009,40456.70833,115.903,18,142.183,residential,1,2.51,261,261
4248350442497773,42483504,42497773,40456.70833,4.94794,1,139.948,primary,1,57.85,1492,1492
59677591442446994,596775914,42446994,40456.70833,75.4205,107,142.364,residential,1,3.86,380,380
4253319142530006,42533191,42530006,40456.70833,10.6718,3,94.312,residential,1,18.08,707,707
59677594142447007,596775941,42447007,40456.70833,64.8254,379,142.37,residential,1,4.49,430,430
59580119242779675,595801192,42779675,40456.70833,37.4828,4,66.363,secondary,1,3.62,360,360
59677591942446998,596775919,42446998,40456.70833,149.831,33,142.643,secondary,1,1.95,207,207
4243438442447187,42434384,42447187,40456.70833,23.4889,4,80.127,secondary,1,6.98,596,596
4243491242430485,42434912,42430485,40456.70833,14.1867,21,79.961,primary,1,11.53,766,766
4243412242446177,42434122,42446177,40456.70833,24.087,1,79.488,secondary,1,6.75,583,583
59677607842436917,596776078,42436917,40456.70833,36.3511,101,142.283,residential,1,8.01,649,649
4243417242450044,42434172,42450044,40456.70833,13.1147,96,88.703,primary,1,13.83,786,786
27603544942802543,276035449,42802543,40456.70833,25.3014,6,53.132,trunk,2,4.30,415,830
59677587042446991,596775870,42446991,40456.70833,120.914,3,142.471,secondary,1,2.41,252,252
4243437742446152,42434377,42446152,40456.70833,14.036,55,79.112,secondary,1,11.53,766,766
17730600991773066054,1773060099,1773066054,40456.70833,16.2077,11,54.525,primary,1,6.88,590,590
4243485542430122,42434855,42430122,40456.70833,45.3426,7,46.353,primary,1,2.09,221,221
4243436142445587,42434361,42445587,40456.70833,18.6526,19,78.751,residential,1,8.64,678,678
4282687242860527,42826872,42860527,40456.70833,6.74837,3,202.451,residential,1,61.36,1347,1347
59677615642436541,596776156,42436541,40456.70833,20.321,149,79.539,secondary,1,8.01,649,649
59677595142443614,596775951,42443614,40456.70833,128.589,17,142.434,residential,1,2.27,238,238
59677626042434168,596776260,42434168,40456.70833,26.1,69,87.804,secondary,1,6.88,590,590
4282791442827916,42827914,42827916,40456.70833,41.8322,1,253.753,residential,1,12.41,779,779
4243482142430600,42434821,42430600,40456.70833,49.2913,14,273.984,unclassified,1,11.37,763,763
27623595842877863,276235958,42877863,40456.70833,13.2146,1,44.977,residential,1,6.96,595,595
4243483742430126,42434837,42430126,40456.70833,5.52072,42,41.354,primary,1,15.32,775,775
4243414842449023,42434148,42449023,40456.70833,13.4049,10,75.555,secondary,1,11.53,766,766
4287622542901588,42876225,42901588,40456.70833,12.4909,1,70.403,residential,1,11.53,766,766
4243438642443077,42434386,42443077,40456.70833,25.4502,2,83.013,primary,1,6.67,578,578
59677608342438498,596776083,42438498,40456.70833,90.4588,10,142.292,residential,1,3.22,325,325
4282587942889760,42825879,42889760,40456.70833,18.7543,9,82.437,residential,1,8.99,692,692
4253318642525919,42533186,42525919,40456.70833,13.5968,3,83.445,residential,1,12.55,780,780
597311424488264335,597311424,488264335,40456.70833,7.96823,14,239.047,motorway,2,61.36,1347,2693
4282521842910121,42825218,42910121,40456.70833,2.7153,2,81.459,residential,1,61.36,1347,1347
59677617342434168,596776173,42434168,40456.70833,26.6002,20,77.99,secondary,1,6.00,537,537
4287750542861574,42877505,42861574,40456.70833,15.4181,1,77.938,residential,1,10.34,738,738
4243480042429874,42434800,42429874,40456.70833,7.14124,500,78.109,secondary,1,22.37,474,474
592405093588455700,592405093,588455700,40456.70833,25.7667,223,310.6,residential,1,24.66,288,288
59677610342436541,596776103,42436541,40456.70833,14.2782,86,80.477,secondary,1,11.53,766,766
598043797479715943,598043797,479715943,40456.70833,115.454,7,1196.159,motorway,2,21.19,554,1107
27603544942800084,276035449,42800084,40456.70833,28.395,2,74.665,primary,1,5.38,495,495
137288882442514234,1372888824,42514234,40456.70833,5.4031,2,48.787,primary,1,18.47,692,692
59677591442440456,596775914,42440456,40456.70833,41.9516,165,79.188,secondary,1,3.86,380,380
4243425942444854,42434259,42444854,40456.70833,35.7591,1,85.705,tertiary,1,4.90,461,461
4243414042449017,42434140,42449017,40456.70833,10.5944,139,41.468,primary,1,8.01,649,649
4243414542449021,42434145,42449021,40456.70833,9.30394,321,75.514,primary,1,16.60,752,752
59677612042435509,596776120,42435509,40456.70833,52.3831,365,142.385,secondary,1,5.56,508,508
4243480042428220,42434800,42428220,40456.70833,6.59337,16,107.921,unclassified,1,33.48,1757,1757
4243490442425127,42434904,42425127,40456.70833,64.628,16,79.64,secondary,1,2.52,262,262
137288870142521141,1372888701,42521141,40456.70833,24.0885,1,79.493,primary,1,6.75,583,583
4243423342444833,42434233,42444833,40456.70833,12.8998,6,73.395,secondary,1,11.64,768,768
4243427942443674,42434279,42443674,40456.70833,14.9203,153,78.701,secondary,1,10.79,750,750
4243408742449954,42434087,42449954,40456.70833,15.6039,764,75.591,primary,1,9.91,725,725
4282606442881454,42826064,42881454,40456.70833,48.8743,6,80.222,primary,1,3.36,337,337
424341961773121034,42434196,1773121034,40456.70833,12.612,273,49.365,primary,1,8.01,649,649
59677601742437428,596776017,42437428,40456.70833,29.4741,306,80.115,secondary,1,5.56,508,508
137288861642522888,1372888616,42522888,40456.70833,41.5721,5,162.719,residential,1,8.01,649,649
4243426442441955,42434264,42441955,40456.70833,8.89203,7,86.605,secondary,1,19.92,626,626
424495151934650086,42449515,1934650086,40456.70833,20.5923,81,240.673,motorway,2,23.91,354,708
4243435242440721,42434352,42440721,40456.70833,23.5776,277,110.743,primary,1,9.61,715,715
4243422642444832,42434226,42444832,40456.70833,21.6577,5,73.714,secondary,1,6.96,595,595
4243435242440729,42434352,42440729,40456.70833,144.041,14,154,primary,1,2.19,230,230
4243416642446086,42434166,42446086,40456.70833,12.9201,162,87.387,secondary,1,13.83,786,786
4243421542444829,42434215,42444829,40456.70833,22.5914,10,73.688,secondary,1,6.67,578,578
4287607242902907,42876072,42902907,40456.70833,39.2102,1,127.895,tertiary,1,6.67,578,578
59677598542436514,596775985,42436514,40456.70833,29.1735,373,79.298,secondary,1,5.56,508,508
4243443942437368,42434439,42437368,40456.70833,22.4306,26,125.858,primary,1,11.48,765,765
4243434642440313,42434346,42440313,40456.70833,21.2698,345,61.5,secondary,1,5.91,531,531
4243443942437371,42434439,42437371,40456.70833,32.6668,28,148.097,primary,1,9.27,703,703
59677587042440456,596775870,42440456,40456.70833,15.4424,252,79.577,secondary,1,10.54,744,744
4243442742437663,42434427,42437663,40456.70833,41.5948,147,126.969,primary,1,6.24,552,552
137288882442514989,1372888824,42514989,40456.70833,15.109,2,78.95,primary,1,10.69,747,747
4243111342431111,42431113,42431111,40456.70833,10.3674,131,78.747,secondary,1,15.54,772,772
4243286142432856,42432861,42432856,40456.70833,79.4868,17,216.057,primary,1,5.56,508,508
4243362042435654,42433620,42435654,40456.70833,21.6242,420,79.21,secondary,1,7.49,624,624
27863250242492415,278632502,42492415,40456.70833,46.7826,18,119.542,primary,1,5.23,485,485
4243435742434355,42434357,42434355,40456.70833,22.1133,6,74.392,tertiary,1,6.88,590,590
5957033831071832232,595703383,1071832232,40456.70833,3.52062,31,94.938,unclassified,1,55.16,1585,1585
59677591942436703,596775919,42436703,40456.70833,34.0617,226,79.575,secondary,1,4.78,452,452
4243420142442851,42434201,42442851,40456.70833,10.6017,369,73.956,primary,1,14.27,785,785
4243416542444485,42434165,42444485,40456.70833,20.2098,111,79.104,secondary,1,8.01,649,649
4243434042439213,42434340,42439213,40456.70833,22.258,1,78.311,secondary,1,7.20,608,608
4243416942444495,42434169,42444495,40456.70833,13.7486,52,77.492,secondary,1,11.53,766,766
59677587042438886,596775870,42438886,40456.70833,42.0454,151,79.365,secondary,1,3.86,380,380
59677588242438886,596775882,42438886,40456.70833,24.4698,335,79.815,secondary,1,6.67,578,578
65529197142476687,655291971,42476687,40456.70833,3.65237,1,109.571,residential,1,61.36,1347,1347
4243412942444457,42434129,42444457,40456.70833,27.0371,1,85.506,secondary,1,6.47,566,566
137288855842521125,1372888558,42521125,40456.70833,13.5517,3,78.779,primary,1,11.89,772,772
137288856342521121,1372888563,42521121,40456.70833,10.508,4,79.068,primary,1,15.39,774,774
4243436042437529,42434360,42437529,40456.70833,37.4115,9,70.618,residential,1,3.86,380,380
4243417542443052,42434175,42443052,40456.70833,7.58717,128,76.215,primary,1,20.55,592,592
137288855542521134,1372888555,42521134,40456.70833,17.2277,1,80.918,primary,1,9.61,715,715
4292692342896538,42926923,42896538,40456.70833,35.6456,1,79.025,residential,1,4.53,433,433
4277848242778520,42778482,42778520,40456.70833,26.2123,1,142.924,secondary,1,11.15,758,758
4243435542437021,42434355,42437021,40456.70833,61.317,101,158.162,residential,1,5.28,488,488
4243415842443353,42434158,42443353,40456.70833,15.2409,350,85.903,secondary,1,11.53,766,766
4243435742437283,42434357,42437283,40456.70833,43.818,170,154.166,residential,1,7.20,608,608
59677591442436703,596775914,42436703,40456.70833,23.7262,291,79.818,secondary,1,6.88,590,590
4243411742444452,42434117,42444452,40456.70833,81.3273,1,85.486,secondary,1,2.15,227,227
4243407442445924,42434074,42445924,40456.70833,37.3312,85,78.394,secondary,1,4.30,415,415
4243427042439836,42434270,42439836,40456.70833,10.3636,814,78.718,secondary,1,15.54,772,772
4248419442464273,42484194,42464273,40456.70833,16.8709,30,147.367,secondary,1,17.87,715,715
59726995342849624,597269953,42849624,40456.70833,35.6852,5,131.011,residential,1,7.51,625,625
4243443442434439,42434434,42434439,40456.70833,8.0378,30,77.933,primary,1,19.83,631,631
4243425142440056,42434251,42440056,40456.70833,25.6559,1,86.31,tertiary,1,6.88,590,590
4287678842876791,42876788,42876791,40456.70833,19.4108,2,79.28,residential,1,8.35,666,666
4287679142876795,42876791,42876795,40456.70833,17.0683,2,77.555,residential,1,9.29,704,704
4243424642439910,42434246,42439910,40456.70833,14.6406,1,85.109,primary,1,11.89,772,772
4243435742434358,42434357,42434358,40456.70833,8.87512,8,74.294,tertiary,1,17.12,738,738
4248353542483527,42483535,42483527,40456.70833,20.1447,4,76.278,tertiary,1,7.75,637,637
4243408542444049,42434085,42444049,40456.70833,23.6744,187,79.644,secondary,1,6.88,590,590
4248356142483410,42483561,42483410,40456.70833,21.0501,4,79.886,tertiary,1,7.76,638,638
4243441842434420,42434418,42434420,40456.70833,42.2155,3,166.799,unclassified,1,8.08,653,653
4287678242876788,42876782,42876788,40456.70833,19.4444,2,79.417,residential,1,8.35,666,666
4243428542437914,42434285,42437914,40456.70833,7.74163,298,84.676,secondary,1,22.37,474,474
4248355442483551,42483554,42483551,40456.70833,67.7824,5,230.704,tertiary,1,6.96,595,595
4248355142483535,42483551,42483535,40456.70833,20.6122,4,78.048,tertiary,1,7.75,637,637
4253300042522977,42533000,42522977,40456.70833,16.3029,1,98.893,residential,1,12.41,779,779
4282760242827605,42827602,42827605,40456.70833,20.8524,1,79.136,residential,1,7.76,638,638
4243416142441564,42434161,42441564,40456.70833,2.87563,3,86.269,secondary,1,61.36,1347,1347
59677601742431678,596776017,42431678,40456.70833,52.3341,9,142.252,residential,1,5.56,508,508
4243438442434385,42434384,42434385,40456.70833,33.8663,2,154.229,residential,1,9.32,705,705
4287675242876757,42876752,42876757,40456.70833,21.3801,1,78.316,residential,1,7.49,624,624
4282760042827602,42827600,42827602,40456.70833,20.9057,1,79.338,residential,1,7.76,638,638
4243435842434357,42434358,42434357,40456.70833,133.587,1,74.294,tertiary,1,1.14,125,125
4282758942827593,42827589,42827593,40456.70833,20.8701,1,79.203,residential,1,7.76,638,638
4243407742443810,42434077,42443810,40456.70833,35.6,8,79.524,residential,1,4.57,436,436
4282759742827600,42827597,42827600,40456.70833,20.8171,1,79.002,residential,1,7.76,638,638
4243407742443811,42434077,42443811,40456.70833,73.6906,3,77.872,residential,1,2.16,228,228
137288869642514234,1372888696,42514234,40456.70833,14.9454,2,78.095,primary,1,10.69,747,747
4282759342827597,42827593,42827597,40456.70833,20.9225,1,79.402,residential,1,7.76,638,638
4287674342876747,42876743,42876747,40456.70833,31.6622,1,78.267,residential,1,5.06,472,472
4243435842434360,42434358,42434360,40456.70833,34.9119,9,74.341,tertiary,1,4.36,420,420
4248351442483504,42483514,42483504,40456.70833,32.4182,9,157.045,tertiary,1,9.91,725,725
4243409042442947,42434090,42442947,40456.70833,14.2424,1020,80.275,primary,1,11.53,766,766
4282758142827589,42827581,42827589,40456.70833,20.888,1,79.271,residential,1,7.76,638,638
4282757442827581,42827574,42827581,40456.70833,20.8878,1,79.27,residential,1,7.76,638,638
59677604142430056,596776041,42430056,40456.70833,20.6332,155,80.761,secondary,1,8.01,649,649
59677595142432834,596775951,42432834,40456.70833,21.9083,263,85.752,secondary,1,8.01,649,649
4243415642434158,42434156,42434158,40456.70833,57.8821,81,271.87,residential,1,9.61,715,715
4243427142434270,42434271,42434270,40456.70833,69.3763,5,274.115,unclassified,1,8.08,653,653
4248346842483466,42483468,42483466,40456.70833,8.15132,4,76.629,tertiary,1,19.23,660,660
4248349642483487,42483496,42483487,40456.70833,34.93,5,188.25,tertiary,1,11.02,755,755
4243435442434355,42434354,42434355,40456.70833,85.2244,1,74.652,tertiary,1,1.79,192,192
4243435542434357,42434355,42434357,40456.70833,111.469,1,74.392,tertiary,1,1.37,149,149
4243435542434354,42434355,42434354,40456.70833,22.1905,4,74.652,tertiary,1,6.88,590,590
59677594142432834,596775941,42432834,40456.70833,32.0321,260,87.068,secondary,1,5.56,508,508
4282756842827574,42827568,42827574,40456.70833,20.8343,1,79.067,residential,1,7.76,638,638
4248350442483496,42483504,42483496,40456.70833,17.9179,6,78.023,tertiary,1,8.91,689,689
4248346942483468,42483469,42483468,40456.70833,30.7175,1,178.568,tertiary,1,11.89,772,772
4243375642452290,42433756,42452290,40456.70833,14.776,20,48.196,secondary,1,6.67,578,578
14140209231414020922,1414020923,1414020922,40456.70833,4.12352,368,45.102,residential,1,22.37,474,474
14140209221414020923,1414020922,1414020923,40456.70833,4.12352,187,45.102,residential,1,22.37,474,474
59677600942429688,596776009,42429688,40456.70833,47.0842,36,142.38,residential,1,6.19,549,549
4248352742482000,42483527,42482000,40456.70833,16.5981,9,80.407,tertiary,1,9.91,725,725
4248347542483473,42483475,42483473,40456.70833,17.6765,2,85.631,tertiary,1,9.91,725,725
4243441842429842,42434418,42429842,40456.70833,12.8785,6,45.107,residential,1,7.16,606,606
4243358742456205,42433587,42456205,40456.70833,61.3618,16,75.275,residential,1,2.51,261,261
4248346142483455,42483461,42483455,40456.70833,2.55647,5,76.694,tertiary,1,61.36,1347,1347
4248346642483461,42483466,42483461,40456.70833,8.20387,4,77.123,tertiary,1,19.23,660,660
4243427142435624,42434271,42435624,40456.70833,16.0055,425,84.425,secondary,1,10.79,750,750
4248345542483453,42483455,42483453,40456.70833,15.7267,3,76.906,tertiary,1,10.00,728,728
4243354742457821,42433547,42457821,40456.70833,57.1261,3,194.434,secondary,1,6.96,595,595
59677598542429974,596775985,42429974,40456.70833,20.3049,387,79.476,secondary,1,8.01,649,649
42469329214362644,42469329,214362644,40456.70833,9.07871,8,40.087,residential,1,9.03,694,694
4282836742800613,42828367,42800613,40456.70833,30.9573,1,87.805,residential,1,5.80,524,524
59677584042434085,596775840,42434085,40456.70833,52.3687,125,142.346,secondary,1,5.56,508,508
4243428542434279,42434285,42434279,40456.70833,60.4054,2,273.852,unclassified,1,9.27,703,703
4243416042438045,42434160,42438045,40456.70833,9.83989,311,79.864,primary,1,16.60,752,752
59677596342429974,596775963,42429974,40456.70833,29.2949,427,79.628,secondary,1,5.56,508,508
4243416142438052,42434161,42438052,40456.70833,38.9757,7,80.288,secondary,1,4.21,408,408
4243436142427834,42434361,42427834,40456.70833,140.008,1,310.392,residential,1,4.53,433,433
4243351042456101,42433510,42456101,40456.70833,7.67263,2,230.179,residential,1,61.36,1347,1347
4243424942434251,42434249,42434251,40456.70833,43.8433,1,96.289,secondary,1,4.49,430,430
371225132277481436,371225132,277481436,40456.70833,33.9903,83,275.877,motorway,2,16.60,752,1503
4243435442431453,42434354,42431453,40456.70833,134.255,1,80.72,tertiary,1,1.23,135,135
4243435242431453,42434352,42431453,40456.70833,125.423,2,87.541,tertiary,1,1.43,155,155
4243425542434251,42434255,42434251,40456.70833,75.7409,2,89.244,secondary,1,2.41,252,252
10667513342737328,106675133,42737328,40456.70833,7.67735,1,67.213,trunk,2,17.91,713,1426
112392088742469653,1123920887,42469653,40456.70833,15.3774,2,62.078,secondary,1,8.26,661,661
4248216542520698,42482165,42520698,40456.70833,4.51457,3,54.42,secondary,1,24.66,288,288
4243357842454423,42433578,42454423,40456.70833,19.6328,53,80.006,residential,1,8.34,665,665
